745,2019-06-29,2019-07-01,3920
746,2020-04-19,2020-05-07,4269
747,2019-09-10,2019-09-16,4894
748,2019-11-12,2019-12-07,2407
749,2020-03-20,2020-04-09,4172
750,2020-05-25,2020-06-03,1996
751,2019-10-01,2019-10-24,4310
752,2020-01-24,2020-02-14,1970
753,2019-09-04,2019-09-30,1504
754,2020-04-27,2020-05-15,24
755,2020-05-05,2020-05-05,2401
756,2020-04-08,2020-04-13,175
757,2020-03-18,2020-03-26,1455
758,2020-04-03,2020-05-02,1800
759,2019-11-06,2019-11-12,3657
760,2020-03-25,2020-04-07,4726
761,2020-04-20,2020-05-04,4516
762,2020-05-06,2020-05-17,4408
763,2020-05-01,2020-05-07,4796
764,2020-05-04,2020-05-12,638
765,2020-05-30,2020-06-06,69
766,2020-03-16,2020-04-02,625
767,2020-04-14,2020-04-26,127
768,2019-11-16,2019-12-14,3528
769,2020-05-23,2020-05-26,1261
770,2020-06-01,2020-06-05,1224
771,2020-05-22,2020-05-25,3954
772,2020-04-21,2020-05-17,915
773,2019-07-28,2019-07-30,2807
774,2020-05-10,2020-05-28,2693
775,2020-05-06,2020-05-20,1458
776,2020-05-20,2020-05-25,2949
777,2019-11-15,2019-11-16,3653
778,2020-05-15,2020-05-31,1858
779,2020-06-06,2020-06-06,887
780,2020-03-11,2020-03-27,1234
781,2020-02-16,2020-02-24,3495
782,2019-11-24,2019-12-16,722
783,2020-06-04,2020-06-04,4637
784,2020-06-02,2020-06-06,1266
785,2020-04-07,2020-04-10,869
786,2019-10-14,2019-10-26,690
787,2019-10-12,2019-11-07,389
788,2020-01-22,2020-02-04,743
789,2019-10-09,2019-10-29,3144
790,2019-11-18,2019-12-08,1442
791,2019-11-03,2019-11-08,1401
792,2020-02-22,2020-03-01,1465
793,2020-03-28,2020-04-22,910
794,2020-01-07,2020-01-13,4097
795,2020-05-23,2020-05-29,2764
796,2019-06-17,2019-06-30,4794
797,2020-03-08,2020-03-11,2975
798,2020-04-12,2020-05-03,793
799,2019-11-14,2019-12-11,641
800,2020-05-16,2020-05-21,3451
801,2020-06-06,2020-06-06,594
802,2020-01-16,2020-02-11,3501
803,2020-04-29,2020-05-24,2857
804,2019-09-25,2019-10-13,4096
805,2020-01-28,2020-02-16,2049
806,2020-06-02,2020-06-03,4915
807,2020-05-15,2020-05-30,1608
808,2020-03-27,2020-04-06,1769
809,2020-05-12,2020-06-04,2485
810,2020-04-06,2020-04-17,3918
811,2020-04-22,2020-04-29,386
812,2020-05-07,2020-05-30,3990
813,2020-05-14,2020-06-01,1525
814,2020-04-04,2020-04-27,1054
815,2020-03-04,2020-03-21,2030
816,2020-06-03,2020-06-05,581
817,2020-05-24,2020-05-24,80
818,2020-04-16,2020-04-30,1202
819,2020-04-16,2020-04-23,3530
820,2019-10-17,2019-10-31,3461
821,2020-01-25,2020-02-22,1858
822,2020-06-01,2020-06-05,511
823,2019-12-08,2019-12-21,984
824,2019-12-10,2020-01-08,2480
825,2020-03-17,2020-04-13,2647
826,2020-04-14,2020-04-15,980
827,2020-02-16,2020-02-29,586
828,2020-05-06,2020-05-21,2280
829,2020-06-02,2020-06-05,4839
830,2020-04-19,2020-04-22,1814
831,2020-06-06,2020-06-06,4108
832,2020-01-26,2020-02-18,1752
833,2019-08-28,2019-09-04,3330
834,2019-07-12,2019-07-17,104
835,2020-04-21,2020-05-19,4441
836,2020-01-20,2020-02-17,1351
837,2019-08-22,2019-09-01,481
838,2020-04-18,2020-05-05,2379
839,2020-04-29,2020-05-15,1087
840,2020-05-04,2020-05-21,859
841,2020-05-06,2020-05-23,2679
842,2020-04-09,2020-04-27,3786
843,2020-04-14,2020-05-10,2109
844,2020-05-14,2020-06-01,4638
845,2020-05-28,2020-05-28,132
846,2020-04-24,2020-05-06,4634
847,2020-03-13,2020-04-07,535
848,2019-10-28,2019-11-10,1955
849,2020-04-15,2020-04-23,2138
850,2020-04-11,2020-04-27,2622
851,2020-04-16,2020-05-14,3618
852,2020-04-15,2020-05-13,4410
853,2020-04-07,2020-04-11,3587
854,2020-04-22,2020-04-28,2973
855,2020-04-15,2020-05-07,2775
856,2020-05-24,2020-05-24,1823
857,2020-04-30,2020-05-22,4663
858,2020-05-13,2020-05-14,1471
859,2019-10-27,2019-11-05,2291
860,2020-03-31,2020-04-08,13
861,2020-04-28,2020-05-05,4647
862,2019-12-25,2020-01-19,1177
863,2019-07-02,2019-07-05,4447
864,2019-09-17,2019-09-17,4592
865,2019-12-01,2019-12-12,1996
866,2020-05-26,2020-06-04,695
867,2020-04-30,2020-05-16,1759
868,2020-02-27,2020-03-17,2280
869,2020-05-16,2020-05-17,1658
870,2020-02-22,2020-02-25,936
871,2020-01-05,2020-01-10,1053
872,2020-05-28,2020-06-02,4422
873,2020-05-18,2020-06-04,3951
874,2020-05-20,2020-05-28,2016
875,2020-04-29,2020-05-07,3967
876,2020-05-19,2020-05-20,4110
877,2020-05-10,2020-05-27,3237
878,2019-08-02,2019-08-19,1718
879,2020-04-21,2020-05-17,1625
880,2019-08-16,2019-08-28,3403
881,2019-06-08,2019-06-29,16
882,2020-04-06,2020-04-30,1646
883,2019-08-18,2019-08-31,778
884,2019-10-13,2019-10-27,3742
885,2020-03-08,2020-03-29,2079
886,2020-04-22,2020-05-14,4555
887,2020-04-22,2020-05-16,2163
888,2020-05-21,2020-05-31,614
889,2020-01-19,2020-02-09,469
890,2020-03-27,2020-04-16,3439
891,2020-03-10,2020-03-14,3648
892,2020-04-07,2020-04-22,806
893,2020-05-27,2020-05-29,4202
894,2020-03-13,2020-03-29,496
895,2020-04-04,2020-04-24,3457
896,2020-06-06,2020-06-06,143
897,2019-11-02,2019-11-04,617
898,2019-10-24,2019-11-19,2200
899,2020-03-17,2020-03-27,3194
900,2020-03-05,2020-03-05,4245
901,2019-08-18,2019-08-26,120
902,2020-04-02,2020-04-12,785
903,2020-04-10,2020-05-07,998
904,2020-02-09,2020-03-02,110
905,2019-12-29,2020-01-10,2131
906,2020-04-08,2020-04-14,3702
907,2019-12-29,2020-01-21,3502
908,2020-04-27,2020-05-15,1201
909,2020-02-26,2020-03-23,2970
910,2020-05-04,2020-05-09,1234
911,2019-11-24,2019-12-12,4768
912,2020-02-08,2020-02-19,2931
913,2020-04-29,2020-05-23,3553
914,2020-04-27,2020-05-18,3001
915,2020-03-19,2020-04-13,1948
916,2020-02-23,2020-03-12,1737
917,2020-02-01,2020-02-26,2695
918,2020-04-08,2020-04-21,269
919,2020-05-29,2020-06-05,658
920,2020-05-26,2020-06-06,335
921,2019-12-24,2020-01-17,4126
922,2020-05-04,2020-05-21,3064
923,2020-05-09,2020-05-27,3702
924,2020-03-01,2020-03-26,2914
925,2020-05-07,2020-06-05,4648
926,2019-11-30,2019-12-09,1832
927,2019-07-08,2019-08-06,11
928,2019-11-23,2019-12-16,4726
929,2019-12-15,2019-12-19,4009
930,2020-04-19,2020-05-12,4709
931,2020-04-28,2020-05-27,4316
932,2020-03-18,2020-03-18,213
933,2020-04-15,2020-04-26,1186
934,2019-12-30,2020-01-11,63
935,2019-12-02,2019-12-12,4622
936,2020-05-21,2020-05-25,4638
937,2020-01-07,2020-01-07,2908
938,2019-07-20,2019-08-11,4996
939,2019-12-25,2019-12-26,1652
940,2020-04-09,2020-04-11,1627
941,2020-04-17,2020-04-23,2289
942,2020-05-23,2020-05-28,241
943,2020-02-18,2020-02-29,4821
944,2020-05-07,2020-05-12,465
945,2020-03-28,2020-04-03,2462
946,2020-05-04,2020-05-04,1397
947,2019-08-15,2019-09-13,1353
948,2020-04-13,2020-05-08,4040
949,2019-12-16,2019-12-16,2434
950,2020-05-29,2020-06-02,2372
951,2020-04-23,2020-05-19,2966
952,2020-05-13,2020-05-27,114
953,2020-05-25,2020-06-06,4799
954,2020-03-28,2020-03-28,4372
955,2019-10-10,2019-11-01,1174
956,2019-11-26,2019-12-16,4693
957,2019-08-24,2019-09-07,3083
958,2020-03-19,2020-03-28,1742
959,2020-05-18,2020-05-18,4824
960,2020-05-26,2020-06-06,1611
961,2020-04-19,2020-05-15,2743
962,2020-04-14,2020-05-13,2849
963,2020-05-23,2020-06-06,585
964,2020-02-13,2020-02-27,4570
965,2020-03-04,2020-03-12,1541
966,2019-11-29,2019-12-22,4429
967,2020-02-05,2020-02-12,3935
968,2020-05-13,2020-06-03,4710
969,2020-05-08,2020-05-29,3657
970,2020-05-27,2020-06-01,4428
971,2020-04-17,2020-04-21,81
972,2020-04-19,2020-04-28,1114
973,2020-05-28,2020-06-01,3916
974,2020-02-07,2020-03-03,2364
975,2020-05-17,2020-05-26,2930
976,2020-04-13,2020-04-30,1247
977,2020-03-22,2020-04-02,1313
978,2019-11-06,2019-11-14,4788
979,2020-05-22,2020-05-29,1409
980,2019-11-27,2019-11-29,2091
981,2019-10-23,2019-11-01,2983
982,2019-09-29,2019-10-23,4930
983,2020-05-03,2020-05-10,1671
984,2019-07-12,2019-07-12,2520
985,2020-04-24,2020-04-29,1185
986,2019-06-17,2019-06-21,1265
987,2020-03-08,2020-03-27,4531
988,2020-03-07,2020-04-02,3675
989,2020-05-01,2020-05-14,1363
990,2020-04-20,2020-05-12,1203
991,2019-09-03,2019-09-06,3816
992,2020-04-06,2020-04-13,2417
993,2020-06-01,2020-06-05,4904
994,2019-11-19,2019-12-01,19
995,2019-08-07,2019-08-09,2822
996,2019-11-19,2019-12-01,1047
997,2020-05-22,2020-05-31,4961
998,2020-01-01,2020-01-30,268
999,2019-10-30,2019-11-21,4923
1000,2019-10-22,2019-11-11,4573
1001,2020-01-13,2020-01-20,508
1002,2020-02-05,2020-02-12,119
1003,2019-12-20,2019-12-22,181
1004,2020-04-17,2020-05-12,2501
1005,2020-05-25,2020-06-02,380
1006,2020-05-25,2020-06-05,1728
1007,2019-11-09,2019-11-11,2629
1008,2020-03-31,2020-04-08,3211
1009,2020-05-27,2020-05-27,1932
1010,2020-05-18,2020-05-20,4899
1011,2019-10-25,2019-10-26,2145
1012,2020-04-26,2020-05-06,3548
1013,2020-03-08,2020-03-23,2635
1014,2020-05-23,2020-05-24,961
1015,2020-06-04,2020-06-06,3427
1016,2020-02-17,2020-02-21,1116
1017,2020-05-21,2020-05-22,2516
1018,2020-04-29,2020-05-27,3836
1019,2020-06-06,2020-06-06,1569
1020,2020-05-24,2020-06-03,4648
1021,2020-06-01,2020-06-04,2683
1022,2019-10-23,2019-11-12,840
1023,2020-01-02,2020-01-20,3350
1024,2020-05-04,2020-06-02,589
1025,2020-03-18,2020-03-18,2041
1026,2020-05-10,2020-06-05,1409
1027,2020-04-17,2020-04-30,2393
1028,2020-01-12,2020-02-08,3952
1029,2020-05-04,2020-06-02,2795
1030,2020-01-19,2020-02-17,930
1031,2020-05-04,2020-05-29,4699
1032,2020-06-01,2020-06-01,1799
1033,2020-06-03,2020-06-05,3434
1034,2020-04-29,2020-04-29,3982
1035,2020-06-05,2020-06-06,1502
1036,2020-06-05,2020-06-06,3002
1037,2019-11-24,2019-11-24,1584
1038,2020-04-22,2020-05-04,1008
1039,2020-06-02,2020-06-04,1551
1040,2019-11-11,2019-11-13,2734
1041,2020-04-07,2020-04-08,1237
1042,2020-03-18,2020-04-05,2251
1043,2020-01-31,2020-02-29,149
1044,2020-05-07,2020-05-10,76
1045,2020-02-08,2020-03-08,4534
1046,2020-05-01,2020-05-22,1353
1047,2020-03-01,2020-03-16,2021
1048,2019-08-23,2019-08-29,2287
1049,2020-04-16,2020-04-18,881
1050,2019-10-15,2019-11-13,2348
1051,2020-03-18,2020-03-22,810
1052,2019-12-13,2019-12-18,1519
1053,2020-04-18,2020-05-17,70
1054,2019-08-13,2019-08-15,1722
1055,2020-04-01,2020-04-19,4607
1056,2020-04-06,2020-04-30,4482
1057,2020-04-25,2020-05-16,2732
1058,2020-05-25,2020-05-28,1214
1059,2020-05-21,2020-06-05,2129
1060,2020-05-08,2020-05-21,732
1061,2019-08-16,2019-08-16,1851
1062,2019-07-24,2019-08-09,300
1063,2020-05-31,2020-06-02,892
1064,2019-10-11,2019-10-24,344
1065,2020-02-05,2020-02-16,396
1066,2020-04-27,2020-05-19,4854
1067,2020-05-26,2020-06-04,4207
1068,2019-06-20,2019-07-06,2100
1069,2020-03-29,2020-04-14,2763
1070,2020-05-09,2020-05-14,3338
1071,2020-03-18,2020-04-08,115
1072,2019-10-03,2019-10-06,1139
1073,2020-02-24,2020-03-19,1540
1074,2020-05-25,2020-05-27,1805
1075,2020-06-03,2020-06-03,2045
1076,2020-02-27,2020-03-17,4718
1077,2019-12-19,2020-01-01,3452
1078,2020-05-12,2020-06-04,1065
1079,2020-05-19,2020-05-28,2833
1080,2020-03-13,2020-03-21,4640
1081,2020-04-14,2020-05-07,4699
1082,2019-10-22,2019-11-03,2863
1083,2020-02-26,2020-02-27,2020
1084,2020-04-15,2020-04-28,1032
1085,2019-09-05,2019-09-09,572
1086,2019-06-26,2019-06-26,2558
1087,2019-10-21,2019-10-31,1442
1088,2020-04-24,2020-05-06,3841
1089,2019-12-24,2019-12-24,3827
1090,2020-05-06,2020-05-12,1554
1091,2020-01-03,2020-01-05,4157
1092,2020-03-13,2020-03-28,2377
1093,2020-04-08,2020-04-20,1913
1094,2020-06-02,2020-06-06,564
1095,2020-05-18,2020-05-27,3090
1096,2020-01-31,2020-02-24,4218
1097,2020-04-03,2020-04-20,4364
1098,2020-04-02,2020-04-13,675
1099,2020-04-21,2020-05-11,3004
1100,2020-04-28,2020-05-12,79
1101,2019-10-31,2019-11-16,4699
1102,2020-04-24,2020-05-09,3746
1103,2020-02-03,2020-02-19,694
1104,2019-06-18,2019-06-30,3542
1105,2020-05-01,2020-05-27,2705
1106,2020-03-21,2020-03-25,4751
1107,2019-10-15,2019-11-12,4784
1108,2020-03-31,2020-04-05,3481
1109,2020-05-31,2020-05-31,978
1110,2020-06-02,2020-06-02,19
1111,2020-04-15,2020-04-15,527
1112,2019-10-02,2019-10-03,1689
1113,2020-01-30,2020-02-22,851
1114,2019-12-31,2020-01-04,2335
1115,2020-02-22,2020-02-28,1932
1116,2020-04-03,2020-04-17,3981
1117,2020-03-10,2020-03-13,2124
1118,2020-05-09,2020-06-03,1507
1119,2019-12-24,2019-12-25,748
1120,2020-03-02,2020-03-03,981
1121,2020-02-13,2020-02-21,2076
1122,2020-01-19,2020-02-12,3563
1123,2020-05-22,2020-06-05,2672
1124,2020-04-13,2020-05-09,2423
1125,2020-03-27,2020-04-11,661
1126,2019-09-04,2019-09-29,3
1127,2020-03-19,2020-04-09,618
1128,2020-03-23,2020-04-14,3697
1129,2020-02-13,2020-02-29,1314
1130,2019-08-19,2019-08-23,1768
1131,2019-12-25,2020-01-21,1190
1132,2020-04-30,2020-05-28,2478
1133,2020-01-25,2020-01-25,270
1134,2020-05-08,2020-05-18,1252
1135,2020-01-23,2020-02-09,826
1136,2020-04-29,2020-05-17,3347
1137,2020-02-29,2020-03-25,2656
1138,2020-06-06,2020-06-06,3996
1139,2019-09-15,2019-10-02,439
1140,2019-08-03,2019-08-05,4779
1141,2020-03-05,2020-03-11,780
1142,2020-06-01,2020-06-01,4439
1143,2020-03-10,2020-04-01,1382
1144,2020-03-24,2020-03-28,349
1145,2020-02-29,2020-03-22,4558
1146,2020-05-26,2020-06-06,3638
1147,2020-05-24,2020-05-26,1111
1148,2019-08-14,2019-08-31,1357
1149,2019-08-04,2019-09-02,1123
1150,2019-06-26,2019-06-27,1138
1151,2020-01-22,2020-02-03,4517
1152,2019-09-01,2019-09-10,2257
1153,2020-04-09,2020-04-11,1595
1154,2020-04-09,2020-04-29,3070
1155,2020-01-27,2020-02-24,4221
1156,2019-08-22,2019-09-07,826
1157,2020-05-15,2020-05-19,759
1158,2019-11-27,2019-12-04,2194
1159,2020-01-15,2020-01-18,1905
1160,2020-05-04,2020-05-07,4807
1161,2020-04-06,2020-04-25,1855
1162,2020-03-30,2020-04-16,1496
1163,2020-05-21,2020-05-28,4118
1164,2020-03-16,2020-03-18,4203
1165,2020-03-27,2020-04-13,237
1166,2020-05-02,2020-05-24,4412
1167,2020-01-25,2020-02-01,4493
1168,2020-01-18,2020-01-24,4861
1169,2019-10-04,2019-10-07,3985
1170,2020-05-13,2020-05-18,4117
1171,2020-04-29,2020-05-10,2072
1172,2020-03-26,2020-04-16,4742
1173,2020-02-22,2020-02-25,154
1174,2019-11-25,2019-12-14,3431
1175,2019-12-14,2019-12-21,363
1176,2019-10-16,2019-11-07,4519
1177,2019-06-27,2019-07-26,4740
1178,2020-02-06,2020-02-27,3856
1179,2019-09-01,2019-09-12,3315
1180,2020-03-02,2020-03-16,4443
1181,2019-06-19,2019-07-15,1830
1182,2020-05-22,2020-05-26,2623
1183,2020-04-17,2020-05-04,2263
1184,2020-05-30,2020-06-05,1400
1185,2020-05-13,2020-05-30,2237
1186,2020-03-10,2020-03-15,2693
1187,2020-05-22,2020-06-04,206
1188,2020-05-14,2020-06-02,3998
1189,2020-03-21,2020-04-16,1149
1190,2020-05-23,2020-06-05,2415
1191,2020-04-30,2020-04-30,1397
1192,2019-07-28,2019-08-13,3077
1193,2020-04-02,2020-04-08,1461
1194,2020-06-06,2020-06-06,2620
1195,2020-04-21,2020-04-24,4982
1196,2020-01-03,2020-01-16,3233
1197,2020-05-01,2020-05-02,3148
1198,2019-09-22,2019-09-26,2038
1199,2020-05-25,2020-05-30,243
1200,2020-04-22,2020-04-28,990
1201,2019-09-03,2019-09-20,198
1202,2019-10-03,2019-10-08,4133
1203,2020-05-13,2020-06-03,3921
1204,2020-01-09,2020-02-07,203
1205,2019-09-12,2019-10-11,1129
1206,2020-05-14,2020-05-29,3437
1207,2020-05-31,2020-06-01,3151
1208,2020-05-09,2020-06-01,4141
1209,2020-04-07,2020-04-24,1287
1210,2020-03-27,2020-04-03,2104
1211,2019-10-08,2019-11-05,241
1212,2020-05-25,2020-05-30,3058
1213,2020-03-30,2020-04-20,4386
1214,2020-03-17,2020-03-31,1898
1215,2019-10-21,2019-10-26,1257
1216,2019-11-24,2019-11-26,4705
1217,2020-05-23,2020-05-26,1782
1218,2020-04-25,2020-05-18,1583
1219,2019-11-21,2019-12-07,4400
1220,2020-06-04,2020-06-06,1855
1221,2020-06-02,2020-06-05,3678
1222,2020-05-20,2020-06-04,2348
1223,2020-05-01,2020-05-15,481
1224,2020-04-10,2020-04-21,2037
1225,2020-04-25,2020-04-27,3689
1226,2019-11-28,2019-12-21,1013
1227,2020-06-04,2020-06-04,1195
1228,2020-05-27,2020-05-31,3141
1229,2020-04-20,2020-05-13,4561
1230,2019-08-27,2019-08-30,531
1231,2020-05-13,2020-05-13,3992
1232,2020-04-26,2020-05-03,8
1233,2020-02-01,2020-02-15,1635
1234,2020-05-10,2020-06-06,2361
1235,2020-02-07,2020-02-15,3845
1236,2019-12-10,2019-12-28,4601
1237,2020-05-18,2020-05-31,349
1238,2020-02-26,2020-03-12,227
1239,2019-12-03,2019-12-14,1564
1240,2020-05-19,2020-06-04,4960
1241,2019-12-09,2019-12-16,2656
1242,2019-10-02,2019-10-19,1826
1243,2020-03-08,2020-03-25,1618
1244,2020-05-28,2020-05-29,2859
1245,2020-04-28,2020-05-20,2213
1246,2020-04-02,2020-04-28,1329
1247,2020-05-31,2020-05-31,3835
1248,2020-04-11,2020-04-15,3299
1249,2020-02-05,2020-02-19,4730
1250,2020-03-28,2020-04-09,1448
1251,2020-05-03,2020-05-29,2240
1252,2020-04-25,2020-05-20,3777
1253,2020-05-05,2020-05-24,4261
1254,2019-10-21,2019-11-08,2390
1255,2020-04-21,2020-05-08,2202
1256,2020-05-10,2020-05-29,838
1257,2020-03-16,2020-04-13,949
1258,2019-06-14,2019-07-02,1217
1259,2020-04-09,2020-04-15,1025
1260,2020-03-27,2020-04-01,4833
1261,2020-04-03,2020-05-02,4300
1262,2020-02-12,2020-02-22,177
1263,2020-03-28,2020-04-13,1897
1264,2020-05-31,2020-06-06,1645
1265,2019-08-02,2019-08-22,2755
1266,2020-05-04,2020-05-15,73
1267,2019-08-25,2019-09-16,2380
1268,2020-05-21,2020-05-23,1051
1269,2019-11-20,2019-12-13,3559
1270,2019-10-20,2019-11-15,1456
1271,2020-05-07,2020-05-31,1153
1272,2020-04-15,2020-05-11,559
1273,2019-12-14,2020-01-12,593
1274,2020-05-13,2020-06-03,1249
1275,2020-03-20,2020-04-17,697
1276,2019-09-24,2019-10-15,423
1277,2019-08-19,2019-09-14,771
1278,2019-07-14,2019-08-08,617
1279,2019-10-07,2019-10-18,1722
1280,2020-05-18,2020-05-19,1569
1281,2019-09-24,2019-10-21,3501
1282,2020-05-29,2020-06-05,331
1283,2020-05-14,2020-05-21,4637
1284,2020-03-26,2020-04-09,4203
1285,2020-05-21,2020-06-03,2839
1286,2020-03-29,2020-03-31,904
1287,2020-05-22,2020-06-02,4423
1288,2020-02-11,2020-02-17,2648
1289,2020-05-19,2020-05-19,535
1290,2020-05-07,2020-05-15,4073
1291,2019-10-19,2019-11-11,875
1292,2019-09-20,2019-10-13,2183
1293,2020-05-31,2020-06-06,4647
1294,2020-05-16,2020-05-22,2525
1295,2020-05-11,2020-05-13,4169
1296,2020-05-17,2020-05-18,4515
1297,2019-12-24,2019-12-31,1911
1298,2020-05-10,2020-05-14,3873
1299,2020-02-28,2020-03-22,2506
1300,2020-03-18,2020-03-20,3891
1301,2019-12-23,2020-01-14,4042
1302,2019-10-14,2019-11-08,668
1303,2019-10-02,2019-10-28,4435
1304,2020-01-28,2020-02-15,2086
1305,2019-12-09,2020-01-05,3293
1306,2020-06-03,2020-06-04,4316
1307,2020-05-20,2020-05-25,4012
1308,2019-12-24,2020-01-18,2552
1309,2020-03-23,2020-03-26,705
1310,2020-02-13,2020-02-27,1805
1311,2020-05-23,2020-05-26,4309
1312,2020-02-19,2020-03-18,873
1313,2019-11-13,2019-11-20,640
1314,2020-05-26,2020-06-05,2015
1315,2019-10-12,2019-11-07,963
1316,2020-05-02,2020-05-28,1044
1317,2020-02-27,2020-03-21,470
1318,2020-03-17,2020-04-03,522
1319,2020-05-18,2020-06-05,3654
1320,2020-06-03,2020-06-05,973
1321,2019-11-02,2019-11-26,3313
1322,2020-05-20,2020-05-30,3660
1323,2020-04-14,2020-04-17,3270
1324,2020-05-10,2020-05-17,2167
1325,2020-03-24,2020-04-06,2808
1326,2019-09-13,2019-09-27,3670
1327,2020-05-08,2020-06-04,4903
1328,2019-10-25,2019-10-28,603
1329,2020-05-23,2020-05-23,1279
1330,2019-09-01,2019-09-23,85
1331,2020-05-06,2020-06-04,1446
1332,2020-03-17,2020-04-07,3919
1333,2020-04-18,2020-05-06,3685
1334,2020-05-03,2020-05-14,1454
1335,2020-02-25,2020-03-08,1155
1336,2020-04-11,2020-04-14,845
1337,2020-05-22,2020-06-04,2949
1338,2020-02-23,2020-03-15,2723
1339,2020-02-24,2020-02-28,2652
1340,2020-04-23,2020-05-06,2302
1341,2020-05-05,2020-06-01,2106
1342,2019-11-21,2019-12-15,1118
1343,2020-01-29,2020-02-05,4864
1344,2020-04-30,2020-05-09,2555
1345,2019-12-31,2020-01-17,1268
1346,2019-08-09,2019-08-14,4125
1347,2020-01-11,2020-01-12,2351
1348,2020-06-06,2020-06-06,352
1349,2019-08-14,2019-08-28,4423
1350,2020-05-25,2020-06-02,4052
1351,2019-06-12,2019-07-06,2469
1352,2019-09-29,2019-10-03,3637
1353,2020-02-28,2020-03-28,4581
1354,2020-05-17,2020-05-25,812
1355,2020-05-14,2020-05-26,2770
1356,2020-05-19,2020-05-25,3526
1357,2019-12-29,2020-01-18,3141
1358,2020-05-23,2020-05-30,2505
1359,2020-05-15,2020-06-02,858
1360,2020-05-19,2020-05-24,606
1361,2020-01-08,2020-01-18,1617
1362,2020-05-27,2020-06-05,416
1363,2020-03-28,2020-04-17,1457
1364,2019-11-15,2019-11-24,2927
1365,2019-09-15,2019-10-05,4208
1366,2020-03-31,2020-04-22,2205
1367,2019-11-13,2019-12-02,666
1368,2020-04-25,2020-04-25,2658
1369,2020-04-07,2020-04-18,488
1370,2020-03-26,2020-03-28,1656
1371,2019-11-03,2019-11-04,2964
1372,2020-05-26,2020-06-02,2570
1373,2020-05-25,2020-05-26,2782
1374,2020-02-07,2020-02-26,3716
1375,2019-12-16,2020-01-08,381
1376,2020-02-17,2020-02-22,4825
1377,2020-01-14,2020-01-22,2260
1378,2020-03-26,2020-04-04,1347
1379,2020-05-09,2020-05-09,4548
1380,2020-05-27,2020-06-01,2872
1381,2020-04-30,2020-05-18,3861
1382,2020-06-05,2020-06-05,556
1383,2019-12-10,2019-12-23,3977
1384,2020-05-08,2020-05-14,2213
1385,2020-03-15,2020-03-16,4618
1386,2020-03-03,2020-03-11,4981
1387,2020-05-18,2020-05-28,3441
1388,2020-01-01,2020-01-14,212
1389,2019-07-19,2019-07-27,851
1390,2020-04-23,2020-05-01,2837
1391,2020-04-14,2020-05-09,2972
1392,2019-12-05,2019-12-11,3034
1393,2019-08-24,2019-08-30,1652
1394,2020-01-02,2020-01-08,1344
1395,2020-02-14,2020-02-23,4061
1396,2020-03-02,2020-03-19,2151
1397,2020-03-23,2020-04-20,2627
1398,2020-03-24,2020-04-04,3269
1399,2020-03-14,2020-03-23,1522
1400,2020-05-24,2020-06-02,53
1401,2019-07-25,2019-08-06,969
1402,2020-03-26,2020-04-09,3521
1403,2019-09-23,2019-10-02,4560
1404,2020-06-02,2020-06-03,2845
1405,2020-04-07,2020-05-03,3626
1406,2019-11-25,2019-12-06,1287
1407,2020-05-25,2020-06-05,821
1408,2020-04-28,2020-05-05,1758
1409,2020-05-08,2020-05-28,411
1410,2020-05-21,2020-05-22,4330
1411,2020-05-14,2020-06-06,3322
1412,2019-09-12,2019-10-05,1740
1413,2020-05-06,2020-06-02,1565
1414,2019-12-04,2019-12-10,658
1415,2019-12-09,2019-12-23,1610
1416,2019-10-10,2019-11-01,1672
1417,2020-05-11,2020-05-31,3850
1418,2020-01-07,2020-02-02,1532
1419,2019-10-08,2019-10-18,734
1420,2020-03-17,2020-04-12,4488
1421,2019-10-24,2019-11-14,1453
1422,2019-08-15,2019-08-31,2700
1423,2019-12-16,2020-01-12,3906
1424,2020-03-11,2020-04-01,2748
1425,2020-05-27,2020-06-02,1425
1426,2020-04-29,2020-05-07,3488
1427,2020-04-27,2020-05-07,2759
1428,2020-02-20,2020-03-08,2526
1429,2020-03-04,2020-03-30,4633
1430,2019-07-27,2019-08-24,4711
1431,2020-06-04,2020-06-05,4724
1432,2020-05-01,2020-05-17,4138
1433,2020-05-03,2020-05-28,4793
1434,2020-01-07,2020-01-28,4686
1435,2019-10-17,2019-11-10,1010
1436,2019-07-18,2019-07-27,1433
1437,2019-07-19,2019-07-29,2645
1438,2019-11-17,2019-12-13,733
1439,2020-05-25,2020-06-03,1619
1440,2020-05-16,2020-05-22,2583
1441,2020-05-27,2020-06-05,3519
1442,2020-04-04,2020-04-07,1264
1443,2020-04-17,2020-04-19,3211
1444,2020-04-04,2020-04-19,1006
1445,2020-05-07,2020-05-18,1912
1446,2020-05-23,2020-06-01,2987
1447,2020-04-07,2020-04-24,421
1448,2020-05-21,2020-05-24,4782
1449,2020-01-13,2020-01-27,4187
1450,2020-05-08,2020-05-18,890
1451,2019-09-06,2019-09-14,1603
1452,2019-07-02,2019-07-14,4421
1453,2020-05-05,2020-05-17,1031
1454,2020-05-16,2020-05-21,813
1455,2020-04-19,2020-04-23,3030
1456,2019-10-24,2019-10-27,3885
1457,2020-05-18,2020-06-04,2588
1458,2020-01-04,2020-02-01,407
1459,2020-02-12,2020-03-02,2545
1460,2020-04-10,2020-04-15,2980
1461,2020-03-09,2020-03-31,3534
1462,2019-11-19,2019-12-09,2053
1463,2020-04-27,2020-05-04,3514
1464,2020-04-22,2020-05-18,4713
